gene_id	symbol	name	cytoband	type	num_cohort_ssm_affected_cases	num_cohort_ssm_cases	cohort_ssm_affected_cases_percentage	num_gdc_ssm_affected_cases	num_gdc_ssm_cases	gdc_ssm_affected_cases_percentage	num_cohort_cnv_cases	num_cohort_cnv_gain_cases	cohort_cnv_gain_cases_percentage	num_cohort_cnv_loss_cases	cohort_cnv_loss_cases_percentage	num_mutations	annotations
ENSG00000181449	SOX2	SRY-box transcription factor 2	3q26.33	protein_coding	1	374	0.27	114	16477	0.69	517	58	11.22	52	10.06	1	Cancer Gene Census
ENSG00000182054	IDH2	isocitrate dehydrogenase (NADP(+)) 2	15q26.1	protein_coding	1	374	0.27	146	16477	0.89	517	18	3.48	25	4.84	1	Cancer Gene Census
ENSG00000182162	P2RY8	P2Y receptor family member 8	Xp22.33	protein_coding	1	374	0.27	230	16477	1.40	517	0	0.00	0	0.00	1	Cancer Gene Census
ENSG00000182901	RGS7	regulator of G protein signaling 7	1q43	protein_coding	1	374	0.27	350	16477	2.12	517	59	11.41	34	6.58	1	Cancer Gene Census
ENSG00000183508	TENT5C	terminal nucleotidyltransferase 5C	1p12	protein_coding	1	374	0.27	219	16477	1.33	517	7	1.35	56	10.83	1	Cancer Gene Census
ENSG00000183765	CHEK2	checkpoint kinase 2	22q12.1	protein_coding	1	374	0.27	166	16477	1.01	517	15	2.90	31	6.00	1	Cancer Gene Census
ENSG00000184384	MAML2	mastermind like transcriptional coactivator 2	11q21	protein_coding	1	374	0.27	256	16477	1.55	517	23	4.45	18	3.48	1	Cancer Gene Census
ENSG00000184937	WT1	WT1 transcription factor	11p13	protein_coding	1	374	0.27	329	16477	2.00	517	21	4.06	11	2.13	1	Cancer Gene Census
ENSG00000185499	MUC1	mucin 1, cell surface associated	1q22	protein_coding	1	374	0.27	83	16477	0.50	517	55	10.64	25	4.84	1	Cancer Gene Census
ENSG00000187098	MITF	melanocyte inducing transcription factor	3p13	protein_coding	1	374	0.27	178	16477	1.08	517	6	1.16	339	65.57	1	Cancer Gene Census
ENSG00000187164	SHTN1	shootin 1	10q25.3	protein_coding	1	374	0.27	150	16477	0.91	517	10	1.93	82	15.86	1	Cancer Gene Census
ENSG00000187741	FANCA	FA complementation group A	16q24.3	protein_coding	1	374	0.27	256	16477	1.55	517	54	10.44	43	8.32	1	Cancer Gene Census
ENSG00000198053	SIRPA	signal regulatory protein alpha	20p13	protein_coding	1	374	0.27	144	16477	0.87	517	73	14.12	9	1.74	1	Cancer Gene Census
ENSG00000198354	DCAF12L2	DDB1 and CUL4 associated factor 12 like 2	Xq25	protein_coding	1	374	0.27	392	16477	2.38	517	0	0.00	0	0.00	1	Cancer Gene Census
ENSG00000203734	ECT2L	epithelial cell transforming 2 like	6q24.1	protein_coding	1	374	0.27	192	16477	1.17	517	6	1.16	137	26.50	1	Cancer Gene Census
ENSG00000204370	SDHD	succinate dehydrogenase complex subunit D	11q23.1	protein_coding	1	374	0.27	41	16477	0.25	517	18	3.48	22	4.26	1	Cancer Gene Census
ENSG00000204531	POU5F1	POU class 5 homeobox 1	6p21.33	protein_coding	1	374	0.27	79	16477	0.48	517	8	1.55	84	16.25	1	Cancer Gene Census
ENSG00000213281	NRAS	NRAS proto-oncogene, GTPase	1p13.2	protein_coding	1	374	0.27	838	16477	5.09	517	8	1.55	59	11.41	1	Cancer Gene Census
ENSG00000214827	MTCP1	mature T cell proliferation 1	Xq28	protein_coding	1	374	0.27	23	16477	0.14	517	0	0.00	0	0.00	1	Cancer Gene Census
ENSG00000002834	LASP1	LIM and SH3 protein 1	17q12	protein_coding	0	374	0.00	75	16477	0.46	517	22	4.26	30	5.80	0	Cancer Gene Census
ENSG00000005073	HOXA11	homeobox A11	7p15.2	protein_coding	0	374	0.00	103	16477	0.63	517	132	25.53	3	0.58	0	Cancer Gene Census
ENSG00000009709	PAX7	paired box 7	1p36.13	protein_coding	0	374	0.00	201	16477	1.22	517	3	0.58	94	18.18	0	Cancer Gene Census
ENSG00000018408	WWTR1	WW domain containing transcription regulator 1	3q25.1	protein_coding	0	374	0.00	95	16477	0.58	517	50	9.67	57	11.03	0	Cancer Gene Census
ENSG00000047932	GOPC	golgi associated PDZ and coiled-coil motif containing	6q22.1	protein_coding	0	374	0.00	90	16477	0.55	517	7	1.35	132	25.53	0	Cancer Gene Census
ENSG00000048462	TNFRSF17	TNF receptor superfamily member 17	16p13.13	protein_coding	0	374	0.00	53	16477	0.32	517	77	14.89	6	1.16	0	Cancer Gene Census
ENSG00000065559	MAP2K4	mitogen-activated protein kinase kinase 4	17p12	protein_coding	0	374	0.00	214	16477	1.30	517	25	4.84	45	8.70	0	Cancer Gene Census
ENSG00000066117	SMARCD1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1	12q13.12	protein_coding	0	374	0.00	102	16477	0.62	517	89	17.21	4	0.77	0	Cancer Gene Census
ENSG00000067082	KLF6	Kruppel like factor 6	10p15.2	protein_coding	0	374	0.00	176	16477	1.07	517	13	2.51	50	9.67	0	Cancer Gene Census
ENSG00000067560	RHOA	ras homolog family member A	3p21.31	protein_coding	0	374	0.00	142	16477	0.86	517	1	0.19	442	85.49	0	Cancer Gene Census
ENSG00000067955	CBFB	core-binding factor subunit beta	16q22.1	protein_coding	0	374	0.00	85	16477	0.52	517	70	13.54	19	3.68	0	Cancer Gene Census
ENSG00000070404	FSTL3	follistatin like 3	19p13.3	protein_coding	0	374	0.00	31	16477	0.19	517	20	3.87	81	15.67	0	Cancer Gene Census
ENSG00000072694	FCGR2B	Fc fragment of IgG receptor IIb	1q23.3	protein_coding	0	374	0.00	95	16477	0.58	517	56	10.83	25	4.84	0	Cancer Gene Census
ENSG00000073578	SDHA	succinate dehydrogenase complex flavoprotein subunit A	5p15.33	protein_coding	0	374	0.00	191	16477	1.16	517	120	23.21	16	3.09	0	Cancer Gene Census
ENSG00000074266	EED	embryonic ectoderm development	11q14.2	protein_coding	0	374	0.00	118	16477	0.72	517	19	3.68	20	3.87	0	Cancer Gene Census
ENSG00000074964	ARHGEF10L	Rho guanine nucleotide exchange factor 10 like	1p36.13	protein_coding	0	374	0.00	276	16477	1.68	517	3	0.58	94	18.18	0	Cancer Gene Census
ENSG00000077150	NFKB2	nuclear factor kappa B subunit 2	10q24.32	protein_coding	0	374	0.00	158	16477	0.96	517	7	1.35	79	15.28	0	Cancer Gene Census
ENSG00000079112	CDH17	cadherin 17	8q22.1	protein_coding	0	374	0.00	264	16477	1.60	517	47	9.09	47	9.09	0	Cancer Gene Census
ENSG00000079805	DNM2	dynamin 2	19p13.2	protein_coding	0	374	0.00	286	16477	1.74	517	26	5.03	31	6.00	0	Cancer Gene Census
ENSG00000087088	BAX	BCL2 associated X, apoptosis regulator	19q13.33	protein_coding	0	374	0.00	78	16477	0.47	517	33	6.38	8	1.55	0	Cancer Gene Census
ENSG00000088038	CNOT3	CCR4-NOT transcription complex subunit 3	19q13.42	protein_coding	0	374	0.00	220	16477	1.34	517	32	6.19	9	1.74	0	Cancer Gene Census
ENSG00000088256	GNA11	G protein subunit alpha 11	19p13.3	protein_coding	0	374	0.00	123	16477	0.75	517	24	4.64	53	10.25	0	Cancer Gene Census
ENSG00000091483	FH	fumarate hydratase	1q43	protein_coding	0	374	0.00	129	16477	0.78	517	56	10.83	34	6.58	0	Cancer Gene Census
ENSG00000100105	PATZ1	POZ/BTB and AT hook containing zinc finger 1	22q12.2	protein_coding	0	374	0.00	159	16477	0.96	517	16	3.09	27	5.22	0	Cancer Gene Census
ENSG00000100311	PDGFB	platelet derived growth factor subunit B	22q13.1	protein_coding	0	374	0.00	85	16477	0.52	517	16	3.09	31	6.00	0	Cancer Gene Census
ENSG00000100721	TCL1A	TCL1 family AKT coactivator A	14q32.13	protein_coding	0	374	0.00	72	16477	0.44	517	5	0.97	195	37.72	0	Cancer Gene Census
ENSG00000101213	PTK6	protein tyrosine kinase 6	20q13.33	protein_coding	0	374	0.00	93	16477	0.56	517	67	12.96	47	9.09	0	Cancer Gene Census
ENSG00000104660	LEPROTL1	leptin receptor overlapping transcript like 1	8p12	protein_coding	0	374	0.00	32	16477	0.19	517	12	2.32	135	26.11	0	Cancer Gene Census
ENSG00000104728	ARHGEF10	Rho guanine nucleotide exchange factor 10	8p23.3	protein_coding	0	374	0.00	317	16477	1.92	517	11	2.13	129	24.95	0	Cancer Gene Census
ENSG00000104903	LYL1	LYL1 basic helix-loop-helix family member	19p13.13	protein_coding	0	374	0.00	36	16477	0.22	517	26	5.03	28	5.42	0	Cancer Gene Census
ENSG00000105369	CD79A	CD79a molecule	19q13.2	protein_coding	0	374	0.00	70	16477	0.42	517	35	6.77	9	1.74	0	Cancer Gene Census
ENSG00000105568	PPP2R1A	protein phosphatase 2 scaffold subunit Aalpha	19q13.41	protein_coding	0	374	0.00	288	16477	1.75	517	33	6.38	8	1.55	0	Cancer Gene Census
ENSG00000105619	TFPT	TCF3 fusion partner	19q13.42	protein_coding	0	374	0.00	68	16477	0.41	517	32	6.19	8	1.55	0	Cancer Gene Census
ENSG00000105656	ELL	elongation factor for RNA polymerase II	19p13.11	protein_coding	0	374	0.00	129	16477	0.78	517	33	6.38	22	4.26	0	Cancer Gene Census
ENSG00000106031	HOXA13	homeobox A13	7p15.2	protein_coding	0	374	0.00	87	16477	0.53	517	132	25.53	3	0.58	0	Cancer Gene Census
ENSG00000107779	BMPR1A	bone morphogenetic protein receptor type 1A	10q23.2	protein_coding	0	374	0.00	116	16477	0.70	517	10	1.93	84	16.25	0	Cancer Gene Census
ENSG00000107807	TLX1	T cell leukemia homeobox 1	10q24.31	protein_coding	0	374	0.00	67	16477	0.41	517	8	1.55	78	15.09	0	Cancer Gene Census
ENSG00000107882	SUFU	SUFU negative regulator of hedgehog signaling	10q24.32	protein_coding	0	374	0.00	127	16477	0.77	517	7	1.35	79	15.28	0	Cancer Gene Census
ENSG00000108091	CCDC6	coiled-coil domain containing 6	10q21.2	protein_coding	0	374	0.00	133	16477	0.81	517	11	2.13	66	12.77	0	Cancer Gene Census
ENSG00000108953	YWHAE	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon	17p13.3	protein_coding	0	374	0.00	62	16477	0.38	517	17	3.29	49	9.48	0	Cancer Gene Census
ENSG00000109132	PHOX2B	paired like homeobox 2B	4p13	protein_coding	0	374	0.00	137	16477	0.83	517	10	1.93	56	10.83	0	Cancer Gene Census
ENSG00000109220	CHIC2	cysteine rich hydrophobic domain 2	4q12	protein_coding	0	374	0.00	40	16477	0.24	517	11	2.13	45	8.70	0	Cancer Gene Census
ENSG00000109471	IL2	interleukin 2	4q27	protein_coding	0	374	0.00	45	16477	0.27	517	7	1.35	58	11.22	0	Cancer Gene Census
ENSG00000110092	CCND1	cyclin D1	11q13.3	protein_coding	0	374	0.00	142	16477	0.86	517	21	4.06	26	5.03	0	Cancer Gene Census
ENSG00000110777	POU2AF1	POU class 2 homeobox associating factor 1	11q23.1	protein_coding	0	374	0.00	89	16477	0.54	517	18	3.48	22	4.26	0	Cancer Gene Census
ENSG00000111252	SH2B3	SH2B adaptor protein 3	12q24.12	protein_coding	0	374	0.00	110	16477	0.67	517	83	16.05	6	1.16	0	Cancer Gene Census
ENSG00000111276	CDKN1B	cyclin dependent kinase inhibitor 1B	12p13.1	protein_coding	0	374	0.00	125	16477	0.76	517	88	17.02	6	1.16	0	Cancer Gene Census
ENSG00000112081	SRSF3	serine and arginine rich splicing factor 3	6p21.31, 6p21.2	protein_coding	0	374	0.00	54	16477	0.33	517	8	1.55	80	15.47	0	Cancer Gene Census
ENSG00000112531	QKI	QKI, KH domain containing RNA binding	6q26	protein_coding	0	374	0.00	190	16477	1.15	517	7	1.35	136	26.31	0	Cancer Gene Census
ENSG00000112561	TFEB	transcription factor EB	6p21.1	protein_coding	0	374	0.00	113	16477	0.69	517	9	1.74	78	15.09	0	Cancer Gene Census
ENSG00000117318	ID3	inhibitor of DNA binding 3, HLH protein	1p36.12	protein_coding	0	374	0.00	36	16477	0.22	517	4	0.77	92	17.79	0	Cancer Gene Census
ENSG00000117400	MPL	MPL proto-oncogene, thrombopoietin receptor	1p34.2	protein_coding	0	374	0.00	147	16477	0.89	517	5	0.97	66	12.77	0	Cancer Gene Census
ENSG00000118260	CREB1	cAMP responsive element binding protein 1	2q33.3	protein_coding	0	374	0.00	63	16477	0.38	517	56	10.83	32	6.19	0	Cancer Gene Census
ENSG00000119335	SET	SET nuclear proto-oncogene	9q34.11	protein_coding	0	374	0.00	78	16477	0.47	517	10	1.93	128	24.76	0	Cancer Gene Census
ENSG00000119414	PPP6C	protein phosphatase 6 catalytic subunit	9q33.3	protein_coding	0	374	0.00	122	16477	0.74	517	10	1.93	117	22.63	0	Cancer Gene Census
ENSG00000119537	KDSR	3-ketodihydrosphingosine reductase	18q21.33	protein_coding	0	374	0.00	65	16477	0.39	517	18	3.48	80	15.47	0	Cancer Gene Census
ENSG00000120457	KCNJ5	potassium inwardly rectifying channel subfamily J member 5	11q24.3	protein_coding	0	374	0.00	160	16477	0.97	517	16	3.09	23	4.45	0	Cancer Gene Census
ENSG00000121289	CEP89	centrosomal protein 89	19q13.11	protein_coding	0	374	0.00	178	16477	1.08	517	41	7.93	4	0.77	0	Cancer Gene Census
ENSG00000122642	FKBP9	FKBP prolyl isomerase 9	7p14.3	protein_coding	0	374	0.00	153	16477	0.93	517	132	25.53	3	0.58	0	Cancer Gene Census
ENSG00000123268	ATF1	activating transcription factor 1	12q13.12	protein_coding	0	374	0.00	59	16477	0.36	517	89	17.21	4	0.77	0	Cancer Gene Census
ENSG00000124145	SDC4	syndecan 4	20q13.12	protein_coding	0	374	0.00	65	16477	0.39	517	79	15.28	1	0.19	0	Cancer Gene Census
ENSG00000124795	DEK	DEK proto-oncogene	6p22.3	protein_coding	0	374	0.00	102	16477	0.62	517	6	1.16	79	15.28	0	Cancer Gene Census
ENSG00000125285	SOX21	SRY-box transcription factor 21	13q32.1	protein_coding	0	374	0.00	51	16477	0.31	517	23	4.45	45	8.70	0	Cancer Gene Census
ENSG00000126353	CCR7	C-C motif chemokine receptor 7	17q21.2	protein_coding	0	374	0.00	94	16477	0.57	517	22	4.26	29	5.61	0	Cancer Gene Census
ENSG00000126746	ZNF384	zinc finger protein 384	12p13.31	protein_coding	0	374	0.00	131	16477	0.80	517	88	17.02	9	1.74	0	Cancer Gene Census
ENSG00000126778	SIX1	SIX homeobox 1	14q23.1	protein_coding	0	374	0.00	104	16477	0.63	517	5	0.97	194	37.52	0	Cancer Gene Census
ENSG00000128714	HOXD13	homeobox D13	2q31.1	protein_coding	0	374	0.00	95	16477	0.58	517	62	11.99	17	3.29	0	Cancer Gene Census
ENSG00000129152	MYOD1	myogenic differentiation 1	11p15.1	protein_coding	0	374	0.00	125	16477	0.76	517	24	4.64	9	1.74	0	Cancer Gene Census
ENSG00000129204	USP6	ubiquitin specific peptidase 6	17p13.2	protein_coding	0	374	0.00	346	16477	2.10	517	17	3.29	47	9.09	0	Cancer Gene Census
ENSG00000129514	FOXA1	forkhead box A1	14q21.1	protein_coding	0	374	0.00	207	16477	1.26	517	8	1.55	178	34.43	0	Cancer Gene Census
ENSG00000130675	MNX1	motor neuron and pancreas homeobox 1	7q36.3	protein_coding	0	374	0.00	78	16477	0.47	517	138	26.69	7	1.35	0	Cancer Gene Census
ENSG00000132155	RAF1	Raf-1 proto-oncogene, serine/threonine kinase	3p25.2	protein_coding	0	374	0.00	144	16477	0.87	517	3	0.58	442	85.49	0	Cancer Gene Census
ENSG00000132906	CASP9	caspase 9	1p36.21	protein_coding	0	374	0.00	83	16477	0.50	517	2	0.39	98	18.96	0	Cancer Gene Census
ENSG00000134574	DDB2	damage specific DNA binding protein 2	11p11.2	protein_coding	0	374	0.00	81	16477	0.49	517	24	4.64	13	2.51	0	Cancer Gene Census
ENSG00000134899	ERCC5	ERCC excision repair 5, endonuclease	13q33.1	protein_coding	0	374	0.00	17	16477	0.10	517	22	4.26	45	8.70	0	Cancer Gene Census
ENSG00000135100	HNF1A	HNF1 homeobox A	12q24.31	protein_coding	0	374	0.00	221	16477	1.34	517	81	15.67	5	0.97	0	Cancer Gene Census
ENSG00000135363	LMO2	LIM domain only 2	11p13	protein_coding	0	374	0.00	79	16477	0.48	517	22	4.26	12	2.32	0	Cancer Gene Census
ENSG00000135446	CDK4	cyclin dependent kinase 4	12q14.1	protein_coding	0	374	0.00	71	16477	0.43	517	89	17.21	3	0.58	0	Cancer Gene Census
ENSG00000135679	MDM2	MDM2 proto-oncogene	12q15	protein_coding	0	374	0.00	111	16477	0.67	517	91	17.60	3	0.58	0	Cancer Gene Census
ENSG00000135956	TMEM127	transmembrane protein 127	2q11.2	protein_coding	0	374	0.00	53	16477	0.32	517	65	12.57	13	2.51	0	Cancer Gene Census
ENSG00000136014	USP44	ubiquitin specific peptidase 44	12q22	protein_coding	0	374	0.00	153	16477	0.93	517	85	16.44	5	0.97	0	Cancer Gene Census
ENSG00000136167	LCP1	lymphocyte cytosolic protein 1	13q14.13	protein_coding	0	374	0.00	162	16477	0.98	517	15	2.90	59	11.41	0	Cancer Gene Census
ENSG00000136352	NKX2-1	NK2 homeobox 1	14q13.3	protein_coding	0	374	0.00	106	16477	0.64	517	8	1.55	178	34.43	0	Cancer Gene Census
ENSG00000136754	ABI1	abl interactor 1	10p12.1	protein_coding	0	374	0.00	93	16477	0.56	517	15	2.90	42	8.12	0	Cancer Gene Census
ENSG00000136826	KLF4	Kruppel like factor 4	9q31.2	protein_coding	0	374	0.00	119	16477	0.72	517	8	1.55	111	21.47	0	Cancer Gene Census
ENSG00000136936	XPA	XPA, DNA damage recognition and repair factor	9q22.33	protein_coding	0	374	0.00	55	16477	0.33	517	7	1.35	107	20.70	0	Cancer Gene Census
ENSG00000136997	MYC	MYC proto-oncogene, bHLH transcription factor	8q24.21	protein_coding	0	374	0.00	177	16477	1.07	517	55	10.64	42	8.12	0	Cancer Gene Census
ENSG00000137193	PIM1	Pim-1 proto-oncogene, serine/threonine kinase	6p21.2	protein_coding	0	374	0.00	106	16477	0.64	517	8	1.55	79	15.28	0	Cancer Gene Census
ENSG00000137309	HMGA1	high mobility group AT-hook 1	6p21.31	protein_coding	0	374	0.00	24	16477	0.15	517	7	1.35	80	15.47	0	Cancer Gene Census
ENSG00000139718	SETD1B	SET domain containing 1B, histone lysine methyltransferase	12q24.31	protein_coding	0	374	0.00	150	16477	0.91	517	80	15.47	8	1.55	0	Cancer Gene Census
ENSG00000140577	CRTC3	CREB regulated transcription coactivator 3	15q26.1	protein_coding	0	374	0.00	131	16477	0.80	517	17	3.29	26	5.03	0	Cancer Gene Census
ENSG00000141646	SMAD4	SMAD family member 4	18q21.2	protein_coding	0	374	0.00	386	16477	2.34	517	21	4.06	78	15.09	0	Cancer Gene Census
ENSG00000142611	PRDM16	PR/SET domain 16	1p36.32	protein_coding	0	374	0.00	378	16477	2.29	517	7	1.35	102	19.73	0	Cancer Gene Census
ENSG00000142867	BCL10	BCL10 immune signaling adaptor	1p22.3	protein_coding	0	374	0.00	68	16477	0.41	517	10	1.93	56	10.83	0	Cancer Gene Census
ENSG00000143252	SDHC	succinate dehydrogenase complex subunit C	1q23.3	protein_coding	0	374	0.00	52	16477	0.32	517	56	10.83	25	4.84	0	Cancer Gene Census
ENSG00000143437	ARNT	aryl hydrocarbon receptor nuclear translocator	1q21.3	protein_coding	0	374	0.00	163	16477	0.99	517	56	10.83	24	4.64	0	Cancer Gene Census
ENSG00000143556	S100A7	S100 calcium binding protein A7	1q21.3	protein_coding	0	374	0.00	55	16477	0.33	517	57	11.03	24	4.64	0	Cancer Gene Census
ENSG00000146232	NFKBIE	NFKB inhibitor epsilon	6p21.1	protein_coding	0	374	0.00	78	16477	0.47	517	10	1.93	79	15.28	0	Cancer Gene Census
ENSG00000146374	RSPO3	R-spondin 3	6q22.33	protein_coding	0	374	0.00	86	16477	0.52	517	7	1.35	135	26.11	0	Cancer Gene Census
ENSG00000147655	RSPO2	R-spondin 2	8q23.1	protein_coding	0	374	0.00	138	16477	0.84	517	50	9.67	44	8.51	0	Cancer Gene Census
ENSG00000147862	NFIB	nuclear factor I B	9p23, 9p22.3	protein_coding	0	374	0.00	163	16477	0.99	517	11	2.13	109	21.08	0	Cancer Gene Census
ENSG00000147889	CDKN2A	cyclin dependent kinase inhibitor 2A	9p21.3	protein_coding	0	374	0.00	577	16477	3.50	517	10	1.93	114	22.05	0	Cancer Gene Census
ENSG00000149948	HMGA2	high mobility group AT-hook 2	12q14.3	protein_coding	0	374	0.00	81	16477	0.49	517	89	17.21	4	0.77	0	Cancer Gene Census
ENSG00000151532	VTI1A	vesicle transport through interaction with t-SNAREs 1A	10q25.2	protein_coding	0	374	0.00	54	16477	0.33	517	6	1.16	81	15.67	0	Cancer Gene Census
ENSG00000152207	CYSLTR2	cysteinyl leukotriene receptor 2	13q14.2	protein_coding	0	374	0.00	114	16477	0.69	517	14	2.71	61	11.80	0	Cancer Gene Census
ENSG00000153165	RGPD3	RANBP2 like and GRIP domain containing 3	2q12.2	protein_coding	0	374	0.00	84	16477	0.51	517	58	11.22	14	2.71	0	Cancer Gene Census
ENSG00000153814	JAZF1	JAZF zinc finger 1	7p15.2, 7p15.1	protein_coding	0	374	0.00	78	16477	0.47	517	133	25.73	3	0.58	0	Cancer Gene Census
ENSG00000153944	MSI2	musashi RNA binding protein 2	17q22	protein_coding	0	374	0.00	119	16477	0.72	517	30	5.80	26	5.03	0	Cancer Gene Census
ENSG00000156052	GNAQ	G protein subunit alpha q	9q21.2	protein_coding	0	374	0.00	143	16477	0.87	517	8	1.55	108	20.89	0	Cancer Gene Census
ENSG00000156076	WIF1	WNT inhibitory factor 1	12q14.3	protein_coding	0	374	0.00	127	16477	0.77	517	90	17.41	3	0.58	0	Cancer Gene Census
ENSG00000157404	KIT	KIT proto-oncogene, receptor tyrosine kinase	4q12	protein_coding	0	374	0.00	338	16477	2.05	517	16	3.09	46	8.90	0	Cancer Gene Census
ENSG00000157613	CREB3L1	cAMP responsive element binding protein 3 like 1	11p11.2	protein_coding	0	374	0.00	102	16477	0.62	517	22	4.26	14	2.71	0	Cancer Gene Census
ENSG00000157764	BRAF	B-Raf proto-oncogene, serine/threonine kinase	7q34	protein_coding	0	374	0.00	963	16477	5.84	517	138	26.69	6	1.16	0	Cancer Gene Census
ENSG00000157765	SLC34A2	solute carrier family 34 member 2	4p15.2	protein_coding	0	374	0.00	256	16477	1.55	517	14	2.71	51	9.86	0	Cancer Gene Census
ENSG00000157873	TNFRSF14	TNF receptor superfamily member 14	1p36.32	protein_coding	0	374	0.00	69	16477	0.42	517	7	1.35	105	20.31	0	Cancer Gene Census
ENSG00000158169	FANCC	FA complementation group C	9q22.32	protein_coding	0	374	0.00	120	16477	0.73	517	7	1.35	108	20.89	0	Cancer Gene Census
ENSG00000159216	RUNX1	RUNX family transcription factor 1	21q22.12	protein_coding	0	374	0.00	270	16477	1.64	517	38	7.35	44	8.51	0	Cancer Gene Census
ENSG00000159784	FAM131B	family with sequence similarity 131 member B	7q34	protein_coding	0	374	0.00	151	16477	0.92	517	140	27.08	6	1.16	0	Cancer Gene Census
ENSG00000160201	U2AF1	U2 small nuclear RNA auxiliary factor 1	21q22.3	protein_coding	0	374	0.00	6	16477	0.04	517	34	6.58	62	11.99	0	Cancer Gene Census
ENSG00000160271	RALGDS	ral guanine nucleotide dissociation stimulator	9q34.13, 9q34.2	protein_coding	0	374	0.00	183	16477	1.11	517	9	1.74	139	26.89	0	Cancer Gene Census
ENSG00000162367	TAL1	TAL bHLH transcription factor 1, erythroid differentiation factor	1p33	protein_coding	0	374	0.00	109	16477	0.66	517	6	1.16	62	11.99	0	Cancer Gene Census
ENSG00000162924	REL	REL proto-oncogene, NF-kB subunit	2p16.1	protein_coding	0	374	0.00	128	16477	0.78	517	56	10.83	14	2.71	0	Cancer Gene Census
ENSG00000163041	H3-3A	H3.3 histone A	1q42.12	protein_coding	0	374	0.00	49	16477	0.30	517	50	9.67	34	6.58	0	Cancer Gene Census
ENSG00000163497	FEV	FEV transcription factor, ETS family member	2q35	protein_coding	0	374	0.00	29	16477	0.18	517	54	10.44	46	8.90	0	Cancer Gene Census
ENSG00000163513	TGFBR2	transforming growth factor beta receptor 2	3p24.1	protein_coding	0	374	0.00	252	16477	1.53	517	1	0.19	440	85.11	0	Cancer Gene Census
ENSG00000163655	GMPS	guanine monophosphate synthase	3q25.31	protein_coding	0	374	0.00	168	16477	1.02	517	51	9.86	57	11.03	0	Cancer Gene Census
ENSG00000164305	CASP3	caspase 3	4q35.1	protein_coding	0	374	0.00	69	16477	0.42	517	7	1.35	67	12.96	0	Cancer Gene Census
ENSG00000164438	TLX3	T cell leukemia homeobox 3	5q35.1	protein_coding	0	374	0.00	80	16477	0.49	517	290	56.09	4	0.77	0	Cancer Gene Census
ENSG00000164919	COX6C	cytochrome c oxidase subunit 6C	8q22.2	protein_coding	0	374	0.00	23	16477	0.14	517	50	9.67	46	8.90	0	Cancer Gene Census
ENSG00000164985	PSIP1	PC4 and SFRS1 interacting protein 1	9p22.3	protein_coding	0	374	0.00	156	16477	0.95	517	10	1.93	109	21.08	0	Cancer Gene Census
ENSG00000165556	CDX2	caudal type homeobox 2	13q12.2	protein_coding	0	374	0.00	100	16477	0.61	517	15	2.90	55	10.64	0	Cancer Gene Census
ENSG00000165731	RET	ret proto-oncogene	10q11.21	protein_coding	0	374	0.00	365	16477	2.22	517	17	3.29	52	10.06	0	Cancer Gene Census
ENSG00000166407	LMO1	LIM domain only 1	11p15.4	protein_coding	0	374	0.00	47	16477	0.29	517	23	4.45	10	1.93	0	Cancer Gene Census
ENSG00000166886	NAB2	NGFI-A binding protein 2	12q13.3	protein_coding	0	374	0.00	108	16477	0.66	517	89	17.21	3	0.58	0	Cancer Gene Census
ENSG00000166949	SMAD3	SMAD family member 3	15q22.33	protein_coding	0	374	0.00	160	16477	0.97	517	15	2.90	25	4.84	0	Cancer Gene Census
ENSG00000167460	TPM4	tropomyosin 4	19p13.12, 19p13.11	protein_coding	0	374	0.00	85	16477	0.52	517	28	5.42	27	5.22	0	Cancer Gene Census
ENSG00000167751	KLK2	kallikrein related peptidase 2	19q13.33	protein_coding	0	374	0.00	96	16477	0.58	517	33	6.38	8	1.55	0	Cancer Gene Census
ENSG00000167985	SDHAF2	succinate dehydrogenase complex assembly factor 2	11q12.2	protein_coding	0	374	0.00	56	16477	0.34	517	21	4.06	23	4.45	0	Cancer Gene Census
ENSG00000168092	PAFAH1B2	platelet activating factor acetylhydrolase 1b catalytic subunit 2	11q23.3	protein_coding	0	374	0.00	45	16477	0.27	517	18	3.48	28	5.42	0	Cancer Gene Census
ENSG00000168421	RHOH	ras homolog family member H	4p14	protein_coding	0	374	0.00	83	16477	0.50	517	9	1.74	61	11.80	0	Cancer Gene Census
ENSG00000168496	FEN1	flap structure-specific endonuclease 1	11q12.2	protein_coding	0	374	0.00	71	16477	0.43	517	20	3.87	25	4.84	0	Cancer Gene Census
ENSG00000169032	MAP2K1	mitogen-activated protein kinase kinase 1	15q22.31	protein_coding	0	374	0.00	148	16477	0.90	517	15	2.90	25	4.84	0	Cancer Gene Census
ENSG00000170430	MGMT	O-6-methylguanine-DNA methyltransferase	10q26.3	protein_coding	0	374	0.00	77	16477	0.47	517	8	1.55	79	15.28	0	Cancer Gene Census
ENSG00000170577	SIX2	SIX homeobox 2	2p21	protein_coding	0	374	0.00	110	16477	0.67	517	55	10.64	16	3.09	0	Cancer Gene Census
ENSG00000170791	CHCHD7	coiled-coil-helix-coiled-coil-helix domain containing 7	8q12.1	protein_coding	0	374	0.00	29	16477	0.18	517	45	8.70	58	11.22	0	Cancer Gene Census
